column,op,threshold,removed_count,removed_improved,removed_worsened,removed_delta_abs,kept_count,kept_delta_abs,estimated_gain_if_removed
lower_wick_ratio_1h,<,0.14474,12,11,1,31.98215,19,9.68826,-31.98215
ret_12h,>,-0.04037,18,12,6,32.01808,13,9.65233,-32.01808
ret_12h,>=,-0.04013,18,12,6,32.01808,13,9.65233,-32.01808
close_position_1h,<=,0.14474,13,12,1,32.29193,18,9.37848,-32.29193
close_position_1h,<,0.2,13,12,1,32.29193,18,9.37848,-32.29193
lower_wick_ratio_1h,<=,0.14474,13,12,1,32.29193,18,9.37848,-32.29193
lower_wick_ratio_1h,<,0.2,13,12,1,32.29193,18,9.37848,-32.29193
range_pct_1h,<=,0.01588,8,8,0,32.60581,23,9.0646,-32.60581
range_pct_1h,<,0.01687,8,8,0,32.60581,23,9.0646,-32.60581
atr_pct_1h,<=,0.00829,8,8,0,32.60581,23,9.0646,-32.60581
atr_pct_1h,<,0.00985,8,8,0,32.60581,23,9.0646,-32.60581
hours_after_first_add,>,0.58,11,9,2,32.76651,20,8.9039,-32.76651
hours_after_first_add,>=,0.67,11,9,2,32.76651,20,8.9039,-32.76651
ret_12h,>,-0.04669,21,13,8,32.95136,10,8.71905,-32.95136
ret_12h,>=,-0.041,21,13,8,32.95136,10,8.71905,-32.95136
ema20_slope_3_1h,>,-0.00657,21,13,8,32.95136,10,8.71905,-32.95136
ema20_slope_3_1h,>=,-0.00648,21,13,8,32.95136,10,8.71905,-32.95136
atr_pct_4h,<=,0.02729,14,10,4,32.95674,17,8.71367,-32.95674
atr_pct_4h,<,0.02767,14,10,4,32.95674,17,8.71367,-32.95674
ret_6h,>,-0.03777,16,12,4,32.9876,15,8.68281,-32.9876
ret_6h,>=,-0.03494,16,12,4,32.9876,15,8.68281,-32.9876
ret_12h,>,-0.04013,16,12,4,32.9876,15,8.68281,-32.9876
ret_12h,>=,-0.03595,16,12,4,32.9876,15,8.68281,-32.9876
vol_ratio_24_1h,>,2.33221,26,19,7,33.04475,5,8.62566,-33.04475
vol_ratio_24_1h,>=,2.87757,26,19,7,33.04475,5,8.62566,-33.04475
ret_12h,>,-0.03595,15,12,3,33.08009,16,8.59032,-33.08009
ret_12h,>=,-0.03507,15,12,3,33.08009,16,8.59032,-33.08009
ret_6h,>,-0.03494,15,12,3,33.18311,16,8.4873,-33.18311
ret_6h,>=,-0.03229,15,12,3,33.18311,16,8.4873,-33.18311
ema20_slope_3_1h,>,-0.00685,23,15,8,33.2674,8,8.40301,-33.2674
ema20_slope_3_1h,>=,-0.00657,23,15,8,33.2674,8,8.40301,-33.2674
atr_pct_1h,<=,0.01018,12,10,2,33.27188,19,8.39853,-33.27188
atr_pct_1h,<,0.01034,12,10,2,33.27188,19,8.39853,-33.27188
ret_12h,>,-0.041,19,13,6,33.34657,12,8.32384,-33.34657
ret_12h,>=,-0.04037,19,13,6,33.34657,12,8.32384,-33.34657
vol_ratio_24_1h,>,2.20609,27,20,7,33.35453,4,8.31588,-33.35453
vol_ratio_24_1h,>=,2.33221,27,20,7,33.35453,4,8.31588,-33.35453
ret_12h,>,-0.04776,22,14,8,33.38821,9,8.2822,-33.38821
ret_12h,>=,-0.04669,22,14,8,33.38821,9,8.2822,-33.38821
close_position_1h,<=,0.11347,9,9,0,33.51595,22,8.15446,-33.51595
close_position_1h,<,0.13172,9,9,0,33.51595,22,8.15446,-33.51595
lower_wick_ratio_1h,<=,0.11347,9,9,0,33.51595,22,8.15446,-33.51595
lower_wick_ratio_1h,<,0.13172,9,9,0,33.51595,22,8.15446,-33.51595
ema20_slope_3_1h,>,-0.00648,19,13,6,33.92088,12,7.74953,-33.92088
ema20_slope_3_1h,>=,-0.00641,19,13,6,33.92088,12,7.74953,-33.92088
hours_after_first_add,>,0.5,14,12,2,34.13166,17,7.53875,-34.13166
hours_after_first_add,>=,0.58,14,12,2,34.13166,17,7.53875,-34.13166
dist_ema20_1h,>,-0.03451,17,13,4,34.31609,14,7.35432,-34.31609
dist_ema20_1h,>=,-0.03325,17,13,4,34.31609,14,7.35432,-34.31609
ema20_slope_3_1h,>,-0.00641,17,13,4,34.31609,14,7.35432,-34.31609
ema20_slope_3_1h,>=,-0.00597,17,13,4,34.31609,14,7.35432,-34.31609
ema20_slope_3_1h,>,-0.00597,16,13,3,34.40858,15,7.26183,-34.40858
ema20_slope_3_1h,>=,-0.00591,16,13,3,34.40858,15,7.26183,-34.40858
ema20_slope_3_4h,<=,-0.00568,22,17,5,34.47314,9,7.19727,-34.47314
ema20_slope_3_4h,<,-0.00461,22,17,5,34.47314,9,7.19727,-34.47314
hours_after_first_add,>,0.42,15,13,2,34.63703,16,7.03338,-34.63703
hours_after_first_add,>=,0.5,15,13,2,34.63703,16,7.03338,-34.63703
ema20_slope_3_4h,<=,-0.00461,23,18,5,34.97851,8,6.6919,-34.97851
ema20_slope_3_4h,<,-0.00404,23,18,5,34.97851,8,6.6919,-34.97851
profit_at_second_add,>,0.01891,16,13,3,35.05531,15,6.6151,-35.05531
profit_at_second_add,>=,0.01893,16,13,3,35.05531,15,6.6151,-35.05531
atr_pct_4h,<=,0.02767,15,11,4,35.17128,16,6.49913,-35.17128
atr_pct_4h,<,0.02781,15,11,4,35.17128,16,6.49913,-35.17128
profit_at_second_add,<=,0.01964,23,15,8,36.44873,8,5.22168,-36.44873
profit_at_second_add,<,0.01978,23,15,8,36.44873,8,5.22168,-36.44873
body_ratio_1h,>,0.70813,14,13,1,36.60333,17,5.06708,-36.60333
body_ratio_1h,>=,0.72964,14,13,1,36.60333,17,5.06708,-36.60333
ret_1h,<=,-0.01033,22,15,7,36.71594,9,4.95447,-36.71594
ret_1h,<,-0.00788,22,15,7,36.71594,9,4.95447,-36.71594
ret_3h,<=,-0.02248,22,15,7,36.71594,9,4.95447,-36.71594
ret_3h,<,-0.02132,22,15,7,36.71594,9,4.95447,-36.71594
ret_12h,<=,-0.02732,22,15,7,36.71594,9,4.95447,-36.71594
ret_12h,<,-0.02585,22,15,7,36.71594,9,4.95447,-36.71594
dist_ema20_1h,<=,-0.02338,22,15,7,36.71594,9,4.95447,-36.71594
dist_ema20_1h,<,-0.02154,22,15,7,36.71594,9,4.95447,-36.71594
ret_4h_1,<=,-0.03087,22,15,7,36.71594,9,4.95447,-36.71594
ret_4h_1,<,-0.02387,22,15,7,36.71594,9,4.95447,-36.71594
ret_1h,<=,-0.01171,21,15,6,36.80843,10,4.86198,-36.80843
ret_1h,<,-0.01033,21,15,6,36.80843,10,4.86198,-36.80843
body_ratio_1h,>,0.7029,15,14,1,37.04018,16,4.63023,-37.04018
body_ratio_1h,>=,0.70813,15,14,1,37.04018,16,4.63023,-37.04018
hours_after_first_add,<=,0.83,25,18,7,37.22503,6,4.44538,-37.22503
hours_after_first_add,<,0.92,25,18,7,37.22503,6,4.44538,-37.22503
extra_drop_after_first_add,>,0.01078,20,13,7,37.35275,11,4.31766,-37.35275
extra_drop_after_first_add,>=,0.01147,20,13,7,37.35275,11,4.31766,-37.35275
close_position_1h,<=,0.24603,19,14,5,37.45314,12,4.21727,-37.45314
close_position_1h,<,0.26087,19,14,5,37.45314,12,4.21727,-37.45314
range_pct_1h,>,0.01211,27,19,8,37.75698,4,3.91343,-37.75698
range_pct_1h,>=,0.01342,27,19,8,37.75698,4,3.91343,-37.75698
upper_wick_ratio_1h,<=,0.03261,12,12,0,37.84499,19,3.82542,-37.84499
upper_wick_ratio_1h,<,0.03623,12,12,0,37.84499,19,3.82542,-37.84499
body_ratio_1h,>,0.44156,24,17,7,37.84575,7,3.82466,-37.84575
body_ratio_1h,>=,0.48837,24,17,7,37.84575,7,3.82466,-37.84575
body_ratio_1h,>,0.65686,18,15,3,37.97346,13,3.69695,-37.97346
body_ratio_1h,>=,0.66924,18,15,3,37.97346,13,3.69695,-37.97346
body_ratio_1h,>,0.75877,12,12,0,38.02949,19,3.64092,-38.02949
body_ratio_1h,>=,0.79091,12,12,0,38.02949,19,3.64092,-38.02949
ema50_slope_3_4h,>,-0.00548,11,10,1,38.05019,20,3.62022,-38.05019
ema50_slope_3_4h,>=,-0.0054,11,10,1,38.05019,20,3.62022,-38.05019
ret_1h,>,-0.02562,22,14,8,38.14881,9,3.5216,-38.14881
ret_1h,>=,-0.02259,22,14,8,38.14881,9,3.5216,-38.14881
hours_after_first_add,<=,1.17,28,20,8,38.26235,3,3.40806,-38.26235
hours_after_first_add,<,43.42,28,20,8,38.26235,3,3.40806,-38.26235
range_pct_1h,>,0.01053,28,20,8,38.26235,3,3.40806,-38.26235
range_pct_1h,>=,0.01211,28,20,8,38.26235,3,3.40806,-38.26235
upper_wick_ratio_1h,<=,0.22093,28,20,8,38.26235,3,3.40806,-38.26235
upper_wick_ratio_1h,<,0.22785,28,20,8,38.26235,3,3.40806,-38.26235
body_ratio_1h,>,0.72964,13,13,0,38.33927,18,3.33114,-38.33927
body_ratio_1h,>=,0.75877,13,13,0,38.33927,18,3.33114,-38.33927
body_ratio_1h,>,0.28046,25,18,7,38.35112,6,3.31929,-38.35112
body_ratio_1h,>=,0.44156,25,18,7,38.35112,6,3.31929,-38.35112
body_ratio_1h,>,0.27273,27,20,7,38.35484,4,3.31557,-38.35484
body_ratio_1h,>=,0.28046,27,20,7,38.35484,4,3.31557,-38.35484
body_ratio_1h,>,0.66924,16,15,1,38.36867,15,3.30174,-38.36867
body_ratio_1h,>=,0.7029,16,15,1,38.36867,15,3.30174,-38.36867
close_position_1h,<=,0.21329,17,14,3,38.42266,14,3.24775,-38.42266
close_position_1h,<,0.24603,17,14,3,38.42266,14,3.24775,-38.42266
lower_wick_ratio_1h,<=,0.21329,17,14,3,38.42266,14,3.24775,-38.42266
lower_wick_ratio_1h,<,0.23529,17,14,3,38.42266,14,3.24775,-38.42266
ret_1h,>,-0.02259,20,14,6,38.54402,11,3.12639,-38.54402
ret_1h,>=,-0.02168,20,14,6,38.54402,11,3.12639,-38.54402
range_pct_1h,<=,0.03272,19,14,5,38.63651,12,3.0339,-38.63651
range_pct_1h,<,0.03422,19,14,5,38.63651,12,3.0339,-38.63651
profit_at_second_add,<=,0.01978,24,16,8,38.66327,7,3.00714,-38.66327
profit_at_second_add,<,0.02017,24,16,8,38.66327,7,3.00714,-38.66327
profit_at_second_add,<=,0.02017,26,18,8,38.66699,5,3.00342,-38.66699
profit_at_second_add,<,0.02018,26,18,8,38.66699,5,3.00342,-38.66699
extra_drop_after_first_add,>,0.01036,21,14,7,38.68124,10,2.98917,-38.68124
extra_drop_after_first_add,>=,0.01078,21,14,7,38.68124,10,2.98917,-38.68124
close_position_1h,<=,0.26087,20,15,5,38.78163,11,2.88878,-38.78163
close_position_1h,<,0.2907,20,15,5,38.78163,11,2.88878,-38.78163
close_position_1h,<=,0.2,15,14,1,38.81787,16,2.85254,-38.81787
close_position_1h,<,0.21329,15,14,1,38.81787,16,2.85254,-38.81787
lower_wick_ratio_1h,<=,0.2,15,14,1,38.81787,16,2.85254,-38.81787
lower_wick_ratio_1h,<,0.21329,15,14,1,38.81787,16,2.85254,-38.81787
ret_12h,<=,-0.02585,23,16,7,38.93048,8,2.73993,-38.93048
ret_12h,<,-0.02508,23,16,7,38.93048,8,2.73993,-38.93048
dist_ema20_1h,<=,-0.02154,23,16,7,38.93048,8,2.73993,-38.93048
dist_ema20_1h,<,-0.0203,23,16,7,38.93048,8,2.73993,-38.93048
ret_4h_1,<=,-0.02387,23,16,7,38.93048,8,2.73993,-38.93048
ret_4h_1,<,-0.01462,23,16,7,38.93048,8,2.73993,-38.93048
ret_4h_3,<=,-0.03055,23,16,7,38.93048,8,2.73993,-38.93048
ret_4h_3,<,-0.02674,23,16,7,38.93048,8,2.73993,-38.93048
ret_12h,<=,-0.02508,25,18,7,38.9342,6,2.73621,-38.9342
ret_12h,<,-0.02366,25,18,7,38.9342,6,2.73621,-38.9342
ret_4h_1,<=,-0.01462,25,18,7,38.9342,6,2.73621,-38.9342
ret_4h_1,<,-0.01189,25,18,7,38.9342,6,2.73621,-38.9342
hours_after_first_add,<=,0.75,24,18,6,38.96097,7,2.70944,-38.96097
hours_after_first_add,<,0.83,24,18,6,38.96097,7,2.70944,-38.96097
ret_6h,<=,-0.02673,22,16,6,39.02297,9,2.64744,-39.02297
ret_6h,<,-0.02396,22,16,6,39.02297,9,2.64744,-39.02297
ret_3h,>,-0.04342,24,16,8,39.07711,7,2.5933,-39.07711
ret_3h,>=,-0.04299,24,16,8,39.07711,7,2.5933,-39.07711
upper_wick_ratio_1h,<=,0.09326,17,15,2,39.08762,14,2.58279,-39.08762
upper_wick_ratio_1h,<,0.09649,17,15,2,39.08762,14,2.58279,-39.08762
ret_3h,>,-0.04278,20,14,6,39.11833,11,2.55208,-39.11833
ret_3h,>=,-0.03779,20,14,6,39.11833,11,2.55208,-39.11833
dist_ema50_1h,<=,-0.024,24,18,6,39.12971,7,2.5407,-39.12971
dist_ema50_1h,<,-0.02315,24,18,6,39.12971,7,2.5407,-39.12971
dist_ema20_4h,<=,-0.02914,24,18,6,39.12971,7,2.5407,-39.12971
dist_ema20_4h,<,-0.02387,24,18,6,39.12971,7,2.5407,-39.12971
ema20_slope_3_1h,<=,-0.00352,28,20,8,39.1484,3,2.52201,-39.1484
ema20_slope_3_1h,<,-0.00302,28,20,8,39.1484,3,2.52201,-39.1484
range_pct_1h,<=,0.03462,23,16,7,39.1696,8,2.50081,-39.1696
range_pct_1h,<,0.0382,23,16,7,39.1696,8,2.50081,-39.1696
upper_wick_ratio_1h,<=,0.03623,13,13,0,39.17348,18,2.49693,-39.17348
upper_wick_ratio_1h,<,0.04899,13,13,0,39.17348,18,2.49693,-39.17348
upper_wick_ratio_1h,<=,0.08348,16,15,1,39.28313,15,2.38728,-39.28313
upper_wick_ratio_1h,<,0.09326,16,15,1,39.28313,15,2.38728,-39.28313
ema50_slope_3_1h,<=,-0.00117,27,20,7,39.34391,4,2.3265,-39.34391
ema50_slope_3_1h,<,-0.00105,27,20,7,39.34391,4,2.3265,-39.34391
ema20_slope_3_4h,<=,-0.00359,27,20,7,39.34391,4,2.3265,-39.34391
ema20_slope_3_4h,<,-0.00338,27,20,7,39.34391,4,2.3265,-39.34391
upper_wick_ratio_1h,<=,0.04899,15,15,0,39.37562,16,2.29479,-39.37562
upper_wick_ratio_1h,<,0.08348,15,15,0,39.37562,16,2.29479,-39.37562
upper_wick_ratio_1h,<=,0.09649,18,16,2,39.3974,13,2.27301,-39.3974
upper_wick_ratio_1h,<,0.10784,18,16,2,39.3974,13,2.27301,-39.3974
ret_6h,<=,-0.02149,24,17,7,39.43585,7,2.23456,-39.43585
ret_6h,<,-0.01946,24,17,7,39.43585,7,2.23456,-39.43585
dist_ema20_1h,<=,-0.0203,24,17,7,39.43585,7,2.23456,-39.43585
dist_ema20_1h,<,-0.0175,24,17,7,39.43585,7,2.23456,-39.43585
ret_4h_3,<=,-0.02674,24,17,7,39.43585,7,2.23456,-39.43585
ret_4h_3,<,-0.02579,24,17,7,39.43585,7,2.23456,-39.43585
ret_12h,<=,-0.02366,26,19,7,39.43957,5,2.23084,-39.43957
ret_12h,<,-0.02043,26,19,7,39.43957,5,2.23084,-39.43957
upper_wick_ratio_1h,<=,0.22785,30,22,8,39.45587,1,2.21454,-39.45587
ret_1h,>,-0.02754,23,15,8,39.4773,8,2.19311,-39.4773
ret_1h,>=,-0.02562,23,15,8,39.4773,8,2.19311,-39.4773
dist_ema20_1h,>,-0.04337,23,15,8,39.4773,8,2.19311,-39.4773
dist_ema20_1h,>=,-0.03966,23,15,8,39.4773,8,2.19311,-39.4773
dist_ema50_1h,>,-0.05458,23,15,8,39.4773,8,2.19311,-39.4773
dist_ema50_1h,>=,-0.05193,23,15,8,39.4773,8,2.19311,-39.4773
ret_6h,>,-0.04291,18,14,4,39.51354,13,2.15687,-39.51354
ret_6h,>=,-0.03777,18,14,4,39.51354,13,2.15687,-39.51354
ret_6h,<=,-0.02396,23,17,6,39.52834,8,2.14207,-39.52834
ret_6h,<,-0.02149,23,17,6,39.52834,8,2.14207,-39.52834
range_pct_1h,<=,0.03422,21,16,5,39.56481,10,2.1056,-39.56481
range_pct_1h,<,0.03462,21,16,5,39.56481,10,2.1056,-39.56481
atr_pct_1h,<=,0.01306,21,16,5,39.56481,10,2.1056,-39.56481
atr_pct_1h,<,0.01387,21,16,5,39.56481,10,2.1056,-39.56481
atr_pct_1h,<=,0.0112,15,12,3,39.60231,16,2.0681,-39.60231
atr_pct_1h,<,0.01135,15,12,3,39.60231,16,2.0681,-39.60231
range_pct_1h,<=,0.03133,17,14,3,39.60603,14,2.06438,-39.60603
range_pct_1h,<,0.03272,17,14,3,39.60603,14,2.06438,-39.60603
dist_ema20_4h,<=,-0.02387,25,19,6,39.63508,6,2.03533,-39.63508
dist_ema20_4h,<,-0.02214,25,19,6,39.63508,6,2.03533,-39.63508
extra_drop_after_first_add,>,0.01005,24,16,8,39.71856,7,1.95185,-39.71856
extra_drop_after_first_add,>=,0.01006,24,16,8,39.71856,7,1.95185,-39.71856
ema20_slope_3_1h,>,-0.0074,25,17,8,39.79334,6,1.87707,-39.79334
ema20_slope_3_1h,>=,-0.00685,25,17,8,39.79334,6,1.87707,-39.79334
range_pct_1h,<=,0.02554,14,12,2,39.79782,17,1.87259,-39.79782
range_pct_1h,<,0.02781,14,12,2,39.79782,17,1.87259,-39.79782
atr_pct_1h,<=,0.01034,14,12,2,39.79782,17,1.87259,-39.79782
atr_pct_1h,<,0.0112,14,12,2,39.79782,17,1.87259,-39.79782
range_pct_1h,<=,0.02781,16,14,2,39.80154,15,1.86887,-39.80154
range_pct_1h,<,0.03133,16,14,2,39.80154,15,1.86887,-39.80154
hours_after_first_add,>,0.17,26,19,7,39.80859,5,1.86182,-39.80859
hours_after_first_add,>=,0.33,26,19,7,39.80859,5,1.86182,-39.80859
lower_wick_ratio_1h,<=,0.2907,23,17,6,39.81895,8,1.85146,-39.81895
lower_wick_ratio_1h,<,0.29187,23,17,6,39.81895,8,1.85146,-39.81895
ret_6h,>,-0.0479,21,15,6,39.87251,10,1.7979,-39.87251
ret_6h,>=,-0.0456,21,15,6,39.87251,10,1.7979,-39.87251
dist_ema20_1h,>,-0.03966,21,15,6,39.87251,10,1.7979,-39.87251
dist_ema20_1h,>=,-0.03619,21,15,6,39.87251,10,1.7979,-39.87251
dist_ema50_1h,>,-0.05193,21,15,6,39.87251,10,1.7979,-39.87251
dist_ema50_1h,>=,-0.0463,21,15,6,39.87251,10,1.7979,-39.87251
atr_pct_1h,<=,0.01387,23,18,5,39.88085,8,1.78956,-39.88085
atr_pct_1h,<,0.01401,23,18,5,39.88085,8,1.78956,-39.88085
ret_12h,>,-0.05423,24,16,8,39.91415,7,1.75626,-39.91415
ret_12h,>=,-0.04776,24,16,8,39.91415,7,1.75626,-39.91415
dist_ema50_1h,>,-0.05479,24,16,8,39.91415,7,1.75626,-39.91415
dist_ema50_1h,>=,-0.05458,24,16,8,39.91415,7,1.75626,-39.91415
extra_drop_after_first_add,>,0.00968,26,18,8,39.9207,5,1.74971,-39.9207
extra_drop_after_first_add,>=,0.01005,26,18,8,39.9207,5,1.74971,-39.9207
dist_ema50_1h,>,-0.0463,20,15,5,39.965,11,1.70541,-39.965
dist_ema50_1h,>=,-0.04626,20,15,5,39.965,11,1.70541,-39.965
atr_pct_1h,>,0.00652,28,20,8,39.97152,3,1.69889,-39.97152
atr_pct_1h,>=,0.00742,28,20,8,39.97152,3,1.69889,-39.97152
dist_ema50_4h,<=,-0.03496,28,20,8,39.97152,3,1.69889,-39.97152
dist_ema50_4h,<,-0.02975,28,20,8,39.97152,3,1.69889,-39.97152
ema50_slope_3_4h,<=,-0.00239,28,20,8,39.97152,3,1.69889,-39.97152
ema50_slope_3_4h,<,-0.00237,28,20,8,39.97152,3,1.69889,-39.97152
atr_pct_4h,>,0.01357,28,20,8,39.97152,3,1.69889,-39.97152
atr_pct_4h,>=,0.01539,28,20,8,39.97152,3,1.69889,-39.97152
profit_at_second_add,<=,0.02018,27,19,8,39.99548,4,1.67493,-39.99548
profit_at_second_add,<,0.02023,27,19,8,39.99548,4,1.67493,-39.99548
ret_24h,>,-0.05381,27,19,8,39.99548,4,1.67493,-39.99548
ret_24h,>=,-0.04788,27,19,8,39.99548,4,1.67493,-39.99548
ema20_slope_3_1h,>,-0.00741,27,19,8,39.99548,4,1.67493,-39.99548
ema20_slope_3_1h,>=,-0.0074,27,19,8,39.99548,4,1.67493,-39.99548
ret_3h,>,-0.04299,22,16,6,40.04663,9,1.62378,-40.04663
ret_3h,>=,-0.04278,22,16,6,40.04663,9,1.62378,-40.04663
lower_wick_ratio_1h,<=,0.31088,25,18,7,40.06029,6,1.61012,-40.06029
lower_wick_ratio_1h,<,0.55844,25,18,7,40.06029,6,1.61012,-40.06029
ema50_slope_3_1h,>,-0.00407,24,17,7,40.08425,7,1.58616,-40.08425
ema50_slope_3_1h,>=,-0.00382,24,17,7,40.08425,7,1.58616,-40.08425
dist_ema50_1h,>,-0.05763,26,18,8,40.11629,5,1.55412,-40.11629
dist_ema50_1h,>=,-0.05479,26,18,8,40.11629,5,1.55412,-40.11629
ret_4h_1,<=,-0.01189,27,20,7,40.12772,4,1.54269,-40.12772
ret_4h_1,<,-0.00876,27,20,7,40.12772,4,1.54269,-40.12772
ema50_slope_3_4h,<=,-0.00271,27,20,7,40.16703,4,1.50338,-40.16703
ema50_slope_3_4h,<,-0.00239,27,20,7,40.16703,4,1.50338,-40.16703
lower_wick_ratio_1h,<=,0.29187,24,18,6,40.2558,7,1.41461,-40.2558
lower_wick_ratio_1h,<,0.31088,24,18,6,40.2558,7,1.41461,-40.2558
ema50_slope_3_1h,>,-0.0038,20,15,5,40.27732,11,1.39309,-40.27732
ema50_slope_3_1h,>=,-0.00367,20,15,5,40.27732,11,1.39309,-40.27732
ema20_slope_3_1h,>,-0.00802,28,20,8,40.30526,3,1.36515,-40.30526
ema20_slope_3_1h,>=,-0.00741,28,20,8,40.30526,3,1.36515,-40.30526
ret_6h,>,-0.04843,22,16,6,40.30936,9,1.36105,-40.30936
ret_6h,>=,-0.0479,22,16,6,40.30936,9,1.36105,-40.30936
atr_pct_1h,<=,0.01401,24,19,5,40.3177,7,1.35271,-40.3177
atr_pct_1h,<,0.01425,24,19,5,40.3177,7,1.35271,-40.3177
ema50_slope_3_1h,<=,-0.00069,30,22,8,40.34192,1,1.32849,-40.34192
ret_24h,>,-0.04788,25,19,6,40.39069,6,1.27972,-40.39069
ret_24h,>=,-0.04174,25,19,6,40.39069,6,1.27972,-40.39069
ret_1h,>,-0.02871,25,17,8,40.4056,6,1.26481,-40.4056
ret_1h,>=,-0.02754,25,17,8,40.4056,6,1.26481,-40.4056
ret_3h,>,-0.04541,25,17,8,40.4056,6,1.26481,-40.4056
ret_3h,>=,-0.04342,25,17,8,40.4056,6,1.26481,-40.4056
dist_ema20_1h,>,-0.0455,25,17,8,40.4056,6,1.26481,-40.4056
dist_ema20_1h,>=,-0.04337,25,17,8,40.4056,6,1.26481,-40.4056
ret_24h,>,-0.07747,28,20,8,40.43233,3,1.23808,-40.43233
ret_24h,>=,-0.05381,28,20,8,40.43233,3,1.23808,-40.43233
dist_ema50_1h,>,-0.0658,28,20,8,40.43233,3,1.23808,-40.43233
dist_ema50_1h,>=,-0.05763,28,20,8,40.43233,3,1.23808,-40.43233
ema50_slope_3_1h,>,-0.0054,28,20,8,40.43233,3,1.23808,-40.43233
ema50_slope_3_1h,>=,-0.00446,28,20,8,40.43233,3,1.23808,-40.43233
ema20_slope_3_4h,>,-0.01666,28,20,8,40.43233,3,1.23808,-40.43233
ema20_slope_3_4h,>=,-0.01466,28,20,8,40.43233,3,1.23808,-40.43233
ret_6h,<=,-0.01599,27,19,8,40.47317,4,1.19724,-40.47317
ret_6h,<,-0.01165,27,19,8,40.47317,4,1.19724,-40.47317
hours_after_first_add,<=,43.42,29,21,8,40.47689,2,1.19352,-40.47689
body_ratio_1h,>=,0.17229,29,21,8,40.47689,2,1.19352,-40.47689
range_pct_1h,>=,0.01053,29,21,8,40.47689,2,1.19352,-40.47689
ret_6h,<=,-0.01165,29,21,8,40.47689,2,1.19352,-40.47689
ret_12h,<=,-0.01898,29,21,8,40.47689,2,1.19352,-40.47689
dist_ema20_1h,<=,-0.01142,29,21,8,40.47689,2,1.19352,-40.47689
dist_ema50_1h,<=,-0.01247,29,21,8,40.47689,2,1.19352,-40.47689
ema20_slope_3_1h,<=,-0.00302,29,21,8,40.47689,2,1.19352,-40.47689
atr_pct_1h,>=,0.00652,29,21,8,40.47689,2,1.19352,-40.47689
ret_4h_3,<=,-0.01863,29,21,8,40.47689,2,1.19352,-40.47689
dist_ema50_4h,<=,-0.02975,29,21,8,40.47689,2,1.19352,-40.47689
ema50_slope_3_4h,<=,-0.00237,29,21,8,40.47689,2,1.19352,-40.47689
atr_pct_4h,>=,0.01357,29,21,8,40.47689,2,1.19352,-40.47689
ema50_slope_3_1h,>,-0.00382,22,17,5,40.47946,9,1.19095,-40.47946
ema50_slope_3_1h,>=,-0.0038,22,17,5,40.47946,9,1.19095,-40.47946
range_pct_1h,<=,0.0382,24,17,7,40.49809,7,1.17232,-40.49809
range_pct_1h,<,0.03988,24,17,7,40.49809,7,1.17232,-40.49809
atr_pct_1h,<=,0.01425,26,21,5,40.51984,5,1.15057,-40.51984
atr_pct_1h,<,0.01441,26,21,5,40.51984,5,1.15057,-40.51984
ema50_slope_3_1h,>,-0.00429,25,18,7,40.5211,6,1.14931,-40.5211
ema50_slope_3_1h,>=,-0.00407,25,18,7,40.5211,6,1.14931,-40.5211
ema50_slope_3_1h,>,-0.00446,27,20,7,40.52482,4,1.14559,-40.52482
ema50_slope_3_1h,>=,-0.00429,27,20,7,40.52482,4,1.14559,-40.52482
atr_pct_1h,<=,0.01135,17,14,3,40.53061,14,1.1398,-40.53061
atr_pct_1h,<,0.01205,17,14,3,40.53061,14,1.1398,-40.53061
atr_pct_1h,<=,0.01205,19,16,3,40.53433,12,1.13608,-40.53433
atr_pct_1h,<,0.01306,19,16,3,40.53433,12,1.13608,-40.53433
ema50_slope_3_1h,<=,-0.00105,29,22,7,40.53743,2,1.13298,-40.53743
ema50_slope_3_1h,<,-0.00069,29,22,7,40.53743,2,1.13298,-40.53743
lower_wick_ratio_1h,<=,0.55844,26,19,7,40.56566,5,1.10475,-40.56566
lower_wick_ratio_1h,<,0.67089,26,19,7,40.56566,5,1.10475,-40.56566
body_ratio_1h,>,0.17229,28,21,7,40.56938,3,1.10103,-40.56938
body_ratio_1h,>=,0.27273,28,21,7,40.56938,3,1.10103,-40.56938
dist_ema20_1h,>,-0.04599,27,19,8,40.60774,4,1.06267,-40.60774
dist_ema20_1h,>=,-0.0455,27,19,8,40.60774,4,1.06267,-40.60774
ret_4h_1,<=,-0.00876,28,21,7,40.63309,3,1.03732,-40.63309
ret_4h_1,<,-0.00604,28,21,7,40.63309,3,1.03732,-40.63309
ret_4h_3,<=,-0.03467,22,16,6,40.66642,9,1.00399,-40.66642
ret_4h_3,<,-0.03055,22,16,6,40.66642,9,1.00399,-40.66642
ema20_slope_3_4h,<=,-0.00338,28,21,7,40.6724,3,0.99801,-40.6724
ema20_slope_3_4h,<,-0.00243,28,21,7,40.6724,3,0.99801,-40.6724
range_pct_1h,<=,0.03988,26,19,7,40.70023,5,0.97018,-40.70023
range_pct_1h,<,0.04167,26,19,7,40.70023,5,0.97018,-40.70023
atr_pct_4h,<=,0.03167,21,16,5,40.71417,10,0.95624,-40.71417
atr_pct_4h,<,0.03223,21,16,5,40.71417,10,0.95624,-40.71417
upper_wick_ratio_1h,>=,0.00499,29,21,8,40.72819,2,0.94222,-40.72819
