pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,exit_reason,trade_duration,is_short,stake_amount,amount,max_rate,min_rate,fee_open,fee_close,initial_stop_loss_abs,stop_loss_abs,funding_fees
ZEC/USDT:USDT,short,short_pullback_restart,2024-08-31 16:00:00+00:00,2024-09-01 22:00:00+00:00,32.53,29.26,41.22620402,0.09994976546399197,roi,1800,True,412.67558,12.686,32.7,29.17,0.0005,0.0005,34.48,33.18,0.1349179924308
ADA/USDT:USDT,short,short_pullback_restart,2024-08-30 12:00:00+00:00,2024-09-04 00:00:00+00:00,0.3511,0.3157,27.19536634,0.10012449181646425,roi,6480,True,271.7514,774.0,0.3545,0.3147,0.0005,0.0005,0.3721,0.3626,0.05381793574112521
ETH/USDT:USDT,short,short_pullback_restart,2024-09-03 09:00:00+00:00,2024-09-06 17:00:00+00:00,2498.6,2247.47,32.71503941,0.09999922128164683,roi,4800,True,327.3166,0.131,2518.0,2222.28,0.0005,0.0005,2648.51,2565.73,0.1278769905406072
BNB/USDT:USDT,short,short_pullback_restart,2024-08-31 17:00:00+00:00,2024-09-06 18:00:00+00:00,533.26,479.43,41.03771571,0.09999324135741443,roi,8700,True,410.6102,0.77,538.54,478.15,0.0005,0.0005,565.25,541.17,-0.021498643468486036
BTC/USDT:USDT,short,short_pullback_restart,2024-09-05 04:00:00+00:00,2024-09-09 20:00:00+00:00,57104.1,57060.1,-0.18688405,-0.000545721290209123,stale_loss_72h,6720,True,342.6246,0.006,57300.0,52510.8,0.0005,0.0005,60530.3,58586.8,-0.10839144567310749
XRP/USDT:USDT,long,long_1d_center_compression,2024-09-29 00:00:00+00:00,2024-10-01 15:00:00+00:00,0.6137,0.6014,-10.09390662,-0.021843481165581713,stop_loss,3780,False,461.87062,752.6,0.6661,0.5922,0.0005,0.0005,0.5769,0.6014,-0.37968449111900004
ZEC/USDT:USDT,short,short_compression_breakdown,2024-09-30 16:00:00+00:00,2024-10-03 08:00:00+00:00,27.89,25.1,23.25568688,0.09995844197180329,roi,3840,True,232.76994,8.346,28.59,24.89,0.0005,0.0005,29.56,29.07,0.19147415068483564
XRP/USDT:USDT,short,short_pullback_restart,2024-10-09 21:00:00+00:00,2024-10-10 12:00:00+00:00,0.5224,0.5348,-10.28070083,-0.02455980255174623,stop_loss,900,True,418.80808,801.7,0.5379,0.5206,0.0005,0.0005,0.5537,0.5348,0.0841577896839
ADA/USDT:USDT,short,short_compression_breakdown,2024-10-09 13:00:00+00:00,2024-10-11 13:00:00+00:00,0.3399,0.3483,-10.06876069,-0.025505622512226177,stop_loss,2880,True,394.9638,1162.0,0.3485,0.3311,0.0005,0.0005,0.3602,0.3483,0.0918835097693716
LINK/USDT:USDT,short,short_compression_breakdown,2024-10-09 21:00:00+00:00,2024-10-11 15:00:00+00:00,10.422,10.825,-10.10717399,-0.039410126243025735,trailing_stop_loss,2520,True,256.58964,24.62,10.896,10.243,0.0005,0.0005,11.047,10.825,0.07623657987597231
LINK/USDT:USDT,short,short_pullback_restart,2024-10-13 15:00:00+00:00,2024-10-14 13:00:00+00:00,10.724,11.093,-9.95521175,-0.03514096918451434,stop_loss,1320,True,283.43532,26.43,11.114,10.6,0.0005,0.0005,11.367,11.093,0.08576990954502
SOL/USDT:USDT,long,long_1d_center_compression,2024-10-21 00:00:00+00:00,2024-10-21 13:00:00+00:00,167.42,164.072,-9.57786093,-0.021177775107190162,stop_loss,780,False,452.034,2.7,171.93,161.35,0.0005,0.0005,157.375,164.072,-0.0907467257475
XRP/USDT:USDT,short,short_compression_breakdown,2024-10-23 08:00:00+00:00,2024-10-29 02:00:00+00:00,0.5264,0.5216,4.40601916,0.009815148066825076,stale_flat_120h,8280,True,449.12448,853.2,0.5337,0.4858,0.0005,0.0005,0.5579,0.5368,0.7577359578093817
DOGE/USDT:USDT,long,long_1d_center_compression,2024-10-29 00:00:00+00:00,2024-10-29 16:00:00+00:00,0.16141,0.17778,41.47454494,0.100008998849374,roi,960,False,414.50088,2568.0,0.17974,0.16048,0.0005,0.0005,0.15173,0.15818,-0.12809510136000002
BTC/USDT:USDT,long,long_1d_center_compression,2024-10-29 00:00:00+00:00,2024-11-02 00:00:00+00:00,69939.9,69495.4,-3.6398606,-0.008669447099605983,swing_exit_long_1d,5760,False,419.6394,0.006,73660.0,68822.5,0.0005,0.0005,65743.6,68541.3,-0.554554695516942
XRP/USDT:USDT,short,short_pullback_restart,2024-11-03 03:00:00+00:00,2024-11-04 10:00:00+00:00,0.5002,0.5121,-10.28080009,-0.024463074778489188,stop_loss,1860,True,420.46812,840.6,0.5141,0.4914,0.0005,0.0005,0.5302,0.5121,0.14780959512300001
TAO/USDT:USDT,short,short_pullback_restart,2024-11-02 13:00:00+00:00,2024-11-04 21:00:00+00:00,451.42,406.17,27.07376043,0.10000776838288446,roi,3360,True,270.852,0.6,453.11,403.35,0.0005,0.0005,478.5,467.96,0.1810374291336
NEAR/USDT:USDT,short,short_compression_breakdown,2024-11-02 13:00:00+00:00,2024-11-05 15:00:00+00:00,3.864,3.924,-4.81512932,-0.016404932470594016,stale_loss_72h,4440,True,293.664,76.0,3.935,3.502,0.0005,0.0005,4.095,3.994,0.04081467559436401
XRP/USDT:USDT,long,long_1d_center_compression,2024-11-23 00:00:00+00:00,2024-11-23 01:00:00+00:00,1.4739,1.6232,46.79668642,0.09998228741136511,roi,60,False,467.81586,317.4,1.635,1.4711,0.0005,0.0005,1.3855,1.4445,-0.099623808764946
BNB/USDT:USDT,long,long_1d_center_compression,2024-11-24 00:00:00+00:00,2024-11-24 12:00:00+00:00,651.13,638.11,-10.35829685,-0.02148680462334518,stop_loss,720,False,481.8362,0.74,688.34,637.47,0.0005,0.0005,612.07,638.11,-0.24647805403599998
BTC/USDT:USDT,long,long_1d_center_compression,2024-11-22 00:00:00+00:00,2024-11-24 15:00:00+00:00,98366.8,96399.5,-8.59833651,-0.02184181931875102,stop_loss,3780,False,393.4672,0.004,99660.0,95976.0,0.0005,0.0005,92464.8,96399.5,-0.33960390656104766
XRP/USDT:USDT,long,long_1d_center_compression,2024-11-30 00:00:00+00:00,2024-11-30 00:00:00+00:00,1.8019,1.7659,-10.06827231,-0.021074695137638096,stop_loss,0,False,477.5035,265.0,1.8688,1.7655,0.0005,0.0005,1.6938,1.7659,-0.0555388065741225
ADA/USDT:USDT,long,long_1d_center_compression,2024-12-03 00:00:00+00:00,2024-12-03 03:00:00+00:00,1.2036,1.3258,47.32611587,0.10000208162129634,roi,180,False,473.0148,393.0,1.329,1.1849,0.0005,0.0005,1.1314,1.1796,-0.20145703392349948
SOL/USDT:USDT,short,short_compression_breakdown,2024-12-18 20:00:00+00:00,2024-12-19 19:00:00+00:00,211.54,190.187,28.12139137,0.10000227156082668,roi,1380,True,281.3482,1.33,212.63,187.0,0.0005,0.0005,224.232,219.409,-0.010950173686914562
NEAR/USDT:USDT,short,short_pullback_restart,2024-12-30 14:00:00+00:00,2025-01-01 20:00:00+00:00,5.049,5.281,-10.10359501,-0.04656067899545999,trailing_stop_loss,3240,True,217.107,43.0,5.297,4.873,0.0005,0.0005,5.351,5.281,0.094499986343
BTC/USDT:USDT,short,short_pullback_restart,2025-01-12 10:00:00+00:00,2025-01-12 15:00:00+00:00,93859.1,95051.1,-6.4322755,-0.013713093875017578,trailing_stop_loss,300,True,469.2955,0.005,95444.0,93783.0,0.0005,0.0005,99490.6,95051.1,0.0
TAO/USDT:USDT,short,short_pullback_restart,2025-01-15 10:00:00+00:00,2025-01-15 13:00:00+00:00,404.06,423.84,-10.81308283,-0.049952368146327926,stop_loss,180,True,216.57616,0.536,428.95,402.46,0.0005,0.0005,428.3,423.84,0.010874368
NEAR/USDT:USDT,short,short_pullback_restart,2025-01-15 10:00:00+00:00,2025-01-15 13:00:00+00:00,4.896,5.1,-10.658898,-0.04270885442721361,stop_loss,180,True,249.696,51.0,5.163,4.858,0.0005,0.0005,5.189,5.1,0.0
SUI/USDT:USDT,short,short_pullback_restart,2025-01-26 21:00:00+00:00,2025-01-27 05:00:00+00:00,4.0779,3.6667,39.37516336,0.10000595745271601,roi,480,True,393.92514,96.6,4.0812,3.6366,0.0005,0.0005,4.3225,4.1841,0.027307539551766173
ZEC/USDT:USDT,short,short_pullback_restart,2025-01-26 22:00:00+00:00,2025-01-27 07:00:00+00:00,45.91,41.28,38.36141897,0.10004747689544032,roi,540,True,383.62396,8.356,46.1,41.0,0.0005,0.0005,48.66,47.15,0.037418793053868
NEAR/USDT:USDT,short,short_pullback_restart,2025-01-26 22:00:00+00:00,2025-01-27 07:00:00+00:00,4.898,4.403,30.86964998,0.10008974355021204,roi,540,True,308.574,63.0,4.919,4.351,0.0005,0.0005,5.191,5.054,-0.02236851855
BNB/USDT:USDT,short,short_pullback_restart,2025-01-28 22:00:00+00:00,2025-01-29 04:00:00+00:00,661.01,678.16,-11.58273025,-0.02697160292525803,stop_loss,360,True,429.6565,0.65,679.35,659.13,0.0005,0.0005,700.67,678.16,0.0
ETH/USDT:USDT,short,short_pullback_restart,2025-01-28 17:00:00+00:00,2025-01-30 09:00:00+00:00,3149.41,3227.62,-11.39184825,-0.025485540357887193,trailing_stop_loss,2400,True,447.21622,0.142,3228.99,3038.0,0.0005,0.0005,3338.37,3227.62,0.16674087840886173
DOGE/USDT:USDT,short,short_compression_breakdown,2025-02-01 20:00:00+00:00,2025-02-02 16:00:00+00:00,0.31499,0.28323,24.96705573,0.10000335687011892,roi,1200,True,249.78707,793.0,0.31561,0.27576,0.0005,0.0005,0.33388,0.32691,0.0185699562168354
ETH/USDT:USDT,short,short_compression_breakdown,2025-02-01 20:00:00+00:00,2025-02-02 22:00:00+00:00,3195.18,2873.41,31.93629056,0.10000146061676235,roi,1560,True,319.518,0.1,3196.06,2736.01,0.0005,0.0005,3386.89,3292.08,0.062720060370614
SOL/USDT:USDT,short,short_compression_breakdown,2025-02-05 16:00:00+00:00,2025-02-09 02:00:00+00:00,201.64,201.82,-0.58536089,-0.002016980609207379,stale_loss_72h,4920,True,290.3616,1.44,203.86,187.16,0.0005,0.0005,213.738,208.935,-0.03566968679127729
BTC/USDT:USDT,short,short_pullback_restart,2025-02-09 14:00:00+00:00,2025-02-10 05:00:00+00:00,95835.5,97377.7,-8.17165491,-0.017062033967351755,stop_loss,900,True,479.1775,0.005,97634.0,94650.1,0.0005,0.0005,101585.6,97377.7,0.022378088183196608
LINK/USDT:USDT,short,short_pullback_restart,2025-02-06 15:00:00+00:00,2025-02-11 02:00:00+00:00,19.124,19.192,-1.13585986,-0.004498424141821385,stale_loss_72h,6420,True,252.62804,13.21,19.828,17.424,0.0005,0.0005,20.271,19.992,0.015497317994703103
DOGE/USDT:USDT,short,short_pullback_restart,2025-02-09 14:00:00+00:00,2025-02-11 02:00:00+00:00,0.24924,0.26045,-11.64792486,-0.04566127800336434,stop_loss,2160,True,255.22176,1024.0,0.26056,0.2395,0.0005,0.0005,0.26419,0.26045,0.0920764158359552
SOL/USDT:USDT,short,short_pullback_restart,2025-02-16 14:00:00+00:00,2025-02-18 06:00:00+00:00,190.56,171.252,36.37930759,0.10000150106814303,roi,2400,True,363.9696,1.91,191.16,164.22,0.0005,0.0005,201.993,196.48,-0.153441954605991
SUI/USDT:USDT,short,short_compression_breakdown,2025-02-16 14:00:00+00:00,2025-02-18 16:00:00+00:00,3.3265,2.99,38.49815827,0.09999103597216065,roi,3000,True,385.2087,115.8,3.3547,2.9512,0.0005,0.0005,3.526,3.4244,-0.10281638101839667
DOGE/USDT:USDT,short,short_compression_breakdown,2025-02-18 06:00:00+00:00,2025-02-21 07:00:00+00:00,0.25231,0.25354,-1.80172436,-0.005914310948414196,stale_loss_72h,4380,True,304.79048,1208.0,0.25747,0.24198,0.0005,0.0005,0.26744,0.26191,-0.010350960540835197
DOGE/USDT:USDT,short,short_pullback_restart,2025-02-23 16:00:00+00:00,2025-02-24 22:00:00+00:00,0.24063,0.21634,39.83197612,0.10000896918695187,roi,1800,True,398.48328,1656.0,0.24383,0.20571,0.0005,0.0005,0.25506,0.24778,-0.0138927182335488
SOL/USDT:USDT,short,short_compression_breakdown,2025-02-24 02:00:00+00:00,2025-02-24 22:00:00+00:00,163.52,147.02,29.25545254,0.10000002590970676,roi,1200,True,292.7008,1.79,164.88,137.16,0.0005,0.0005,173.331,170.141,-0.0016141642709648976
LINK/USDT:USDT,short,short_pullback_restart,2025-02-24 03:00:00+00:00,2025-02-24 22:00:00+00:00,17.26,15.515,38.50096673,0.09998937513607434,roi,1140,True,385.2432,22.32,17.261,14.94,0.0005,0.0005,18.295,17.77,-0.0816642700272
ETH/USDT:USDT,short,short_pullback_restart,2025-02-26 13:00:00+00:00,2025-02-28 01:00:00+00:00,2431.94,2187.29,37.67575454,0.09999875803631737,roi,2160,True,376.9507,0.155,2461.1,2177.0,0.0005,0.0005,2577.85,2513.31,0.11299486333029718
BTC/USDT:USDT,short,short_pullback_restart,2025-02-26 14:00:00+00:00,2025-02-28 08:00:00+00:00,87150.0,78396.2,43.55340217,0.10000043549026377,roi,2520,True,435.75,0.005,88500.0,78200.2,0.0005,0.0005,92379.0,89539.7,0.1982676700128834
LINK/USDT:USDT,short,short_pullback_restart,2025-03-02 14:00:00+00:00,2025-03-02 15:00:00+00:00,14.605,14.954,-13.77269187,-0.02492033418283945,stop_loss,60,True,552.9453,37.86,15.521,14.402,0.0005,0.0005,15.481,14.954,0.0
BTC/USDT:USDT,short,short_pullback_restart,2025-03-02 15:00:00+00:00,2025-03-02 15:00:00+00:00,85076.4,86618.0,-11.3921304,-0.019138813239221834,stop_loss,0,True,595.5348,0.007,88644.0,85030.1,0.0005,0.0005,90180.9,86618.0,0.0
BNB/USDT:USDT,short,short_pullback_restart,2025-02-27 15:00:00+00:00,2025-03-02 16:00:00+00:00,602.84,613.05,-8.09632354,-0.018925381660290196,stale_loss_72h,4380,True,428.0164,0.71,631.8,559.56,0.0005,0.0005,639.01,620.65,-0.4155825900578856
DOGE/USDT:USDT,short,short_compression_breakdown,2025-03-09 03:00:00+00:00,2025-03-09 16:00:00+00:00,0.18989,0.17074,34.24255616,0.1000103047259637,roi,780,True,342.56156,1804.0,0.19197,0.17032,0.0005,0.0005,0.20128,0.19634,0.021244415683673596
ZEC/USDT:USDT,short,short_pullback_restart,2025-03-09 03:00:00+00:00,2025-03-10 18:00:00+00:00,31.98,28.74,36.46563116,0.09998545622715631,roi,2340,True,364.8918,11.41,32.06,28.0,0.0005,0.0005,33.89,33.1,-0.15636124063602877
BTC/USDT:USDT,short,short_pullback_restart,2025-03-09 10:00:00+00:00,2025-03-11 00:00:00+00:00,85532.9,76922.2,59.84298186,0.09999981347053855,roi,2280,True,598.7303,0.007,85588.6,76560.0,0.0005,0.0005,90664.8,86564.5,0.1366747096128681
BTC/USDT:USDT,short,short_pullback_restart,2025-03-13 14:00:00+00:00,2025-03-14 15:00:00+00:00,81730.5,84464.4,-14.02833698,-0.03434545159353892,stop_loss,1500,True,408.6525,0.005,85270.2,79903.4,0.0005,0.0005,86634.3,84464.4,0.056650268811105645
SOL/USDT:USDT,short,short_compression_breakdown,2025-03-18 14:00:00+00:00,2025-03-19 00:00:00+00:00,122.28,126.16,-11.48588116,-0.032859432362864156,trailing_stop_loss,600,True,349.7208,2.86,126.2,121.8,0.0005,0.0005,129.61,126.16,-0.03381196408463073
ADA/USDT:USDT,short,short_compression_breakdown,2025-03-18 14:00:00+00:00,2025-03-19 09:00:00+00:00,0.6852,0.714,-13.1967133,-0.04330176691617551,trailing_stop_loss,1140,True,304.914,445.0,0.7166,0.6812,0.0005,0.0005,0.7263,0.714,-0.069391295305794
ADA/USDT:USDT,short,short_pullback_restart,2025-03-23 19:00:00+00:00,2025-03-24 00:00:00+00:00,0.6938,0.7168,-14.15366573,-0.034303218913865,stop_loss,300,True,412.811,595.0,0.7181,0.691,0.0005,0.0005,0.7354,0.7168,-0.049012227145000004
SOL/USDT:USDT,short,short_pullback_restart,2025-03-30 14:00:00+00:00,2025-03-30 18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,stop_loss,240,True,499.6485,4.05,126.84,122.81,0.0005,0.0005,130.77,126.72,-0.09113194777499999
XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28 05:00:00+00:00,2025-03-31 09:00:00+00:00,2.2739,2.0425,34.4248206,0.09997810313479945,roi,4560,True,344.49585,151.5,2.2765,2.0321,0.0005,0.0005,2.4103,2.3637,-0.3053120971062873
BTC/USDT:USDT,short,short_pullback_restart,2025-04-03 13:00:00+00:00,2025-04-04 08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,stop_loss,1140,True,491.4738,0.006,84621.6,81172.2,0.0005,0.0005,86827.0,84029.5,0.0771378101617354
ETH/USDT:USDT,short,short_pullback_restart,2025-04-05 13:00:00+00:00,2025-04-06 18:00:00+00:00,1797.04,1615.8,63.58485955,0.10000228229035954,roi,1740,True,636.15216,0.354,1816.38,1601.0,0.0005,0.0005,1904.86,1829.47,0.029972231946604335
SOL/USDT:USDT,short,short_pullback_restart,2025-04-05 14:00:00+00:00,2025-04-06 20:00:00+00:00,117.79,105.91,30.48287553,0.09996890806030412,roi,1800,True,305.0761,2.59,121.08,105.26,0.0005,0.0005,124.85,122.24,0.0033670346590505516
ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06 08:00:00+00:00,2025-04-06 20:00:00+00:00,0.638,0.5735,45.34780437,0.10001915623896628,roi,720,True,453.618,711.0,0.6415,0.569,0.0005,0.0005,0.6762,0.657,-0.08100738297422191
BTC/USDT:USDT,short,short_pullback_restart,2025-04-08 15:00:00+00:00,2025-04-09 17:00:00+00:00,78440.4,80581.3,-11.03552851,-0.028151434807872626,trailing_stop_loss,1560,True,392.202,0.005,82277.0,74578.5,0.0005,0.0005,83146.8,80581.3,0.06652574179296425
ZEC/USDT:USDT,short,short_pullback_restart,2025-04-18 07:00:00+00:00,2025-04-18 17:00:00+00:00,30.16,31.25,-14.75962589,-0.03697495298371768,stop_loss,600,True,399.37872,13.242,31.49,29.85,0.0005,0.0005,31.96,31.25,0.080749716
SUI/USDT:USDT,short,short_pullback_restart,2025-04-19 17:00:00+00:00,2025-04-19 18:00:00+00:00,2.1218,2.1657,-14.68795625,-0.02171118078598164,stop_loss,60,True,676.8542,319.0,2.1783,2.1203,0.0005,0.0005,2.2491,2.1657,0.0
NEAR/USDT:USDT,short,short_compression_breakdown,2025-05-06 11:00:00+00:00,2025-05-07 00:00:00+00:00,2.275,2.352,-14.82484701,-0.03486457810794096,stop_loss,780,True,425.425,187.0,2.364,2.229,0.0005,0.0005,2.411,2.352,0.006777491490000004
SOL/USDT:USDT,long,long_1d_center_compression,2025-05-09 00:00:00+00:00,2025-05-09 04:00:00+00:00,164.41,161.132,-14.0017101,-0.021017484508584285,stop_loss,240,False,665.8605,4.05,164.43,161.02,0.0005,0.0005,154.546,161.132,-0.06658754920875
BTC/USDT:USDT,long,long_1d_center_compression,2025-05-09 00:00:00+00:00,2025-05-12 18:00:00+00:00,103228.0,101163.6,-13.55460345,-0.02187363495568448,stop_loss,5400,False,619.368,0.006,105863.1,100678.0,0.0005,0.0005,97034.4,101163.6,-0.5550286491264432
BTC/USDT:USDT,long,long_1d_center_compression,2025-05-22 00:00:00+00:00,2025-05-23 12:00:00+00:00,109609.6,107417.4,-11.76171956,-0.021450386898922008,stop_loss,2160,False,548.048,0.005,111959.5,107250.0,0.0005,0.0005,103033.1,107417.4,-0.25815205513037104
BNB/USDT:USDT,long,long_1d_center_compression,2025-05-22 00:00:00+00:00,2025-05-23 22:00:00+00:00,673.59,660.11,-13.7224445,-0.020991671654782624,stop_loss,2760,False,653.3823,0.97,691.66,659.09,0.0005,0.0005,633.18,660.11,0.0
NEAR/USDT:USDT,short,short_pullback_restart,2025-06-01 10:00:00+00:00,2025-06-01 16:00:00+00:00,2.364,2.448,-12.96761497,-0.036587992163030186,trailing_stop_loss,360,True,354.6,150.0,2.47,2.359,0.0005,0.0005,2.505,2.448,-0.0067149704999999995
XRP/USDT:USDT,short,short_pullback_restart,2025-05-30 17:00:00+00:00,2025-06-02 18:00:00+00:00,2.1525,2.1677,-3.08911748,-0.007897953773417465,stale_loss_72h,4380,True,391.3245,181.8,2.2056,2.0778,0.0005,0.0005,2.2816,2.2289,0.06694870442394907
ADA/USDT:USDT,short,short_pullback_restart,2025-06-02 09:00:00+00:00,2025-06-02 22:00:00+00:00,0.6716,0.6909,-14.16635268,-0.029765852717464493,stop_loss,780,True,476.1644,709.0,0.6918,0.6632,0.0005,0.0005,0.7118,0.6909,0.00035356837400000004
LINK/USDT:USDT,short,short_pullback_restart,2025-06-01 10:00:00+00:00,2025-06-03 00:00:00+00:00,13.662,14.185,-13.45544402,-0.03894757597037505,trailing_stop_loss,2280,True,345.6486,25.3,14.232,13.58,0.0005,0.0005,14.481,14.185,0.1287205308048
DOGE/USDT:USDT,short,short_pullback_restart,2025-06-04 14:00:00+00:00,2025-06-05 19:00:00+00:00,0.19175,0.17244,46.20826718,0.10000099040076685,roi,1740,True,462.30925,2411.0,0.19349,0.1695,0.0005,0.0005,0.20325,0.19738,0.0908882241887749
SUI/USDT:USDT,short,short_pullback_restart,2025-06-04 11:00:00+00:00,2025-06-05 20:00:00+00:00,3.2197,2.8954,56.58170375,0.10001357321318773,roi,1980,True,566.02326,175.8,3.2461,2.8801,0.0005,0.0005,3.4128,3.2969,0.107281041304743
XRP/USDT:USDT,short,short_pullback_restart,2025-06-05 07:00:00+00:00,2025-06-08 08:00:00+00:00,2.1869,2.2065,-5.29367261,-0.009449237164619796,stale_loss_72h,4380,True,560.50247,256.3,2.2255,2.0576,0.0005,0.0005,2.3181,2.2293,0.2928216031710153
ETH/USDT:USDT,long,long_1d_center_compression,2025-06-11 00:00:00+00:00,2025-06-11 09:00:00+00:00,2815.74,2759.43,-14.07934582,-0.02117682413312582,stop_loss,540,False,664.51464,0.236,2834.23,2753.01,0.0005,0.0005,2646.8,2759.43,-0.13231576
PAXG/USDT:USDT,long,long_1d_center_compression,2025-06-14 00:00:00+00:00,2025-06-17 14:00:00+00:00,3459.63,3390.45,-13.67901755,-0.020690681339043962,stop_loss,5160,False,660.78933,0.191,3494.93,3390.0,0.0005,0.0005,3252.06,3390.45,0.18854509406152836
DOGE/USDT:USDT,short,short_compression_breakdown,2025-06-12 16:00:00+00:00,2025-06-17 15:00:00+00:00,0.18581,0.16716,39.44901478,0.10000685438494238,roi,7140,True,394.66044,2124.0,0.19003,0.1664,0.0005,0.0005,0.19695,0.1917,0.2112689177946288
ADA/USDT:USDT,short,short_compression_breakdown,2025-06-12 20:00:00+00:00,2025-06-17 17:00:00+00:00,0.668,0.6006,35.70527057,0.0999583976049808,roi,7020,True,357.38,535.0,0.6708,0.5992,0.0005,0.0005,0.708,0.6913,-0.014378929801356013
SOL/USDT:USDT,short,short_pullback_restart,2025-06-19 15:00:00+00:00,2025-06-19 22:00:00+00:00,143.09,147.37,-15.08478934,-0.030930916493001198,stop_loss,420,True,487.9369,3.41,147.44,142.83,0.0005,0.0005,151.67,147.37,0.005244955100000001
NEAR/USDT:USDT,short,short_pullback_restart,2025-06-21 14:00:00+00:00,2025-06-22 13:00:00+00:00,2.037,1.831,40.81946796,0.10024518385849772,roi,1380,True,407.4,200.0,2.054,1.824,0.0005,0.0005,2.159,2.108,0.006267960000000001
ETH/USDT:USDT,short,short_pullback_restart,2025-06-22 14:00:00+00:00,2025-06-23 14:00:00+00:00,2198.9,2304.88,-14.91918821,-0.04919011394949083,trailing_stop_loss,1440,True,303.4482,0.138,2317.0,2111.0,0.0005,0.0005,2330.83,2304.88,0.016812610259278292
SOL/USDT:USDT,short,short_pullback_restart,2025-06-21 18:00:00+00:00,2025-06-23 22:00:00+00:00,138.58,142.79,-14.97239613,-0.03133205342184291,stop_loss,3120,True,478.101,3.45,146.88,125.83,0.0005,0.0005,146.89,142.79,0.03746711771885726
BNB/USDT:USDT,short,short_pullback_restart,2025-06-22 14:00:00+00:00,2025-06-23 22:00:00+00:00,616.16,636.1,-15.2189362,-0.03339460239078251,stop_loss,1920,True,455.9584,0.74,642.56,600.91,0.0005,0.0005,653.12,636.1,0.0
LINK/USDT:USDT,short,short_compression_breakdown,2025-07-01 19:00:00+00:00,2025-07-02 15:00:00+00:00,12.848,13.278,-14.91473536,-0.03452560029198323,stop_loss,1200,True,432.20672,33.64,13.372,12.716,0.0005,0.0005,13.618,13.278,-0.010096040735304759
ETH/USDT:USDT,long,long_1d_center_compression,2025-07-10 00:00:00+00:00,2025-07-14 03:00:00+00:00,2767.69,3049.98,67.01222052,0.10000094531562062,roi,5940,False,669.78098,0.242,3051.91,2754.08,0.0005,0.0005,2601.63,2712.35,-0.598021407308
BTC/USDT:USDT,long,long_1d_center_compression,2025-07-10 00:00:00+00:00,2025-07-14 05:00:00+00:00,111199.8,122580.2,66.75325566,0.10000002354941873,roi,6060,False,667.1988,0.006,122814.9,110432.2,0.0005,0.0005,104527.9,108975.9,-0.8278043384821507
BNB/USDT:USDT,long,long_1d_center_compression,2025-07-11 00:00:00+00:00,2025-07-15 08:00:00+00:00,686.3,679.17,-6.63126683,-0.011497042202794164,swing_exit_long_1d,6240,False,576.492,0.84,708.0,675.0,0.0005,0.0005,645.13,672.58,-0.06856942848
ETH/USDT:USDT,long,long_1d_center_compression,2025-08-08 00:00:00+00:00,2025-08-09 22:00:00+00:00,3908.4,4305.73,71.55867291,0.0999988695418427,roi,2760,False,715.2372,0.183,4325.24,3876.7,0.0005,0.0005,3673.9,3830.24,-0.4011241957352448
BNB/USDT:USDT,long,long_1d_center_compression,2025-08-14 00:00:00+00:00,2025-08-14 13:00:00+00:00,848.29,831.34,-15.63919307,-0.021180375152703206,stop_loss,780,False,738.0123,0.87,870.15,821.0,0.0005,0.0005,797.4,831.34,-0.16205401874764125
BTC/USDT:USDT,long,long_1d_center_compression,2025-08-11 00:00:00+00:00,2025-08-15 14:00:00+00:00,119255.3,117723.2,-10.79412978,-0.015077925834035404,swing_exit_long_1d,6600,False,715.5318,0.006,124545.6,117004.0,0.0005,0.0005,112100.0,116870.2,-0.8905942804728981
BTC/USDT:USDT,short,short_pullback_restart,2025-08-21 17:00:00+00:00,2025-08-22 14:00:00+00:00,112350.8,114093.8,-11.02027859,-0.01635619785787443,trailing_stop_loss,1260,True,674.1048,0.006,116099.9,111625.9,0.0005,0.0005,119091.8,114093.8,0.11705520624000001
XRP/USDT:USDT,short,short_compression_breakdown,2025-08-22 04:00:00+00:00,2025-08-22 14:00:00+00:00,2.8314,2.9241,-16.10457832,-0.033712649808073654,stop_loss,600,True,477.94032,168.8,3.0395,2.7812,0.0005,0.0005,3.0012,2.9241,0.02894587841222424
NEAR/USDT:USDT,short,short_pullback_restart,2025-08-21 12:00:00+00:00,2025-08-22 15:00:00+00:00,2.481,2.574,-15.640647,-0.03822620701725308,stop_loss,1620,True,409.365,165.0,2.613,2.367,0.0005,0.0005,2.629,2.574,0.12139050000000001
BTC/USDT:USDT,short,short_pullback_restart,2025-08-29 02:00:00+00:00,2025-09-03 03:00:00+00:00,111425.0,111327.9,0.47803678,0.0007153928920185169,stale_flat_120h,7260,True,668.55,0.006,111797.2,107211.5,0.0005,0.0005,118110.5,113382.3,0.5636954834657016
SUI/USDT:USDT,short,short_compression_breakdown,2025-08-29 08:00:00+00:00,2025-09-03 10:00:00+00:00,3.355,3.339,1.68512847,0.004965662293102336,stale_flat_120h,7320,True,339.526,101.2,3.4006,3.106,0.0005,0.0005,3.5563,3.5065,0.40464487303467833
