group_type,group_value,window_h,trades,stop_trades,take_profit_trades,stopped_too_early_pct,took_profit_too_early_pct,hold_would_help_pct,hold_would_hurt_pct,avg_future_favorable_pct,avg_future_adverse_pct,avg_future_close_return_pct,period
pair,PAXG/USDT:USDT,48,5,3,2,33.33333333333333,50.0,60.0,40.0,3.0608423553071145,-0.25066531623734456,1.8363353958923587,3y
pair,PAXG/USDT:USDT,72,5,3,2,33.33333333333333,50.0,60.0,40.0,3.678838078147417,-0.20978578697131886,2.2856085929903935,3y
pair,PAXG/USDT:USDT,168,5,3,2,33.33333333333333,50.0,60.0,40.0,11.360268941792954,0.16270503115309473,4.882970307133937,3y
pair,PAXG/USDT:USDT,336,5,3,2,66.66666666666666,50.0,60.0,40.0,12.191875989247562,2.3404547749454263,2.301837501801251,3y
pair,SOL/USDT:USDT,6,25,15,8,26.666666666666668,25.0,56.00000000000001,44.0,2.257144492626229,1.2134740328748497,0.6436416139186687,3y
pair,SOL/USDT:USDT,12,25,15,8,33.33333333333333,37.5,56.00000000000001,44.0,3.100882905411924,1.5594239004507733,1.0542107269898413,3y
pair,SOL/USDT:USDT,24,25,15,8,46.666666666666664,75.0,64.0,36.0,4.547247172607644,2.7105751811892054,1.0775225832538338,3y
pair,SOL/USDT:USDT,48,25,15,8,60.0,87.5,68.0,32.0,6.638727965348143,3.332652630776332,2.5165807874667188,3y
pair,SOL/USDT:USDT,72,25,15,8,60.0,87.5,72.0,28.000000000000004,7.756214716844608,3.770031486372949,2.48022146671618,3y
pair,SOL/USDT:USDT,168,25,15,8,80.0,87.5,56.00000000000001,44.0,10.043079658627162,7.327543035329608,1.4870163720991418,3y
pair,SOL/USDT:USDT,336,25,15,8,80.0,87.5,52.0,48.0,13.592267735496602,10.14936576179477,1.729335230845584,3y
pair,SUI/USDT:USDT,6,19,10,7,10.0,42.857142857142854,52.63157894736842,47.368421052631575,2.0834281669507018,1.1812389192903845,0.1591394466563217,3y
pair,SUI/USDT:USDT,12,19,10,7,30.0,57.14285714285714,36.84210526315789,63.1578947368421,2.433857591455772,2.331452364668129,-0.6189370472544505,3y
pair,SUI/USDT:USDT,24,19,10,7,50.0,57.14285714285714,63.1578947368421,36.84210526315789,3.3456989885431745,3.2946767300994364,-0.20935044984185372,3y
pair,SUI/USDT:USDT,48,19,10,7,60.0,71.42857142857143,47.368421052631575,52.63157894736842,4.181097414677181,4.560617061234666,-0.649336904008752,3y
pair,SUI/USDT:USDT,72,19,10,7,70.0,71.42857142857143,42.10526315789473,57.89473684210527,5.734816920103803,5.779997937196252,-1.307715979952454,3y
pair,SUI/USDT:USDT,168,19,10,7,100.0,85.71428571428571,47.368421052631575,52.63157894736842,11.152784828186961,14.717815106597602,-3.6082689683887246,3y
pair,SUI/USDT:USDT,336,19,10,7,100.0,100.0,47.368421052631575,52.63157894736842,17.501903003457997,19.458222715031688,-2.670395441883583,3y
pair,TAO/USDT:USDT,6,12,5,6,20.0,16.666666666666664,41.66666666666667,58.333333333333336,1.3301864936320573,2.839927705097066,-1.253687121372425,3y
pair,TAO/USDT:USDT,12,12,5,6,40.0,33.33333333333333,50.0,50.0,2.0292290952470187,3.7499132693590105,-0.9606653028243611,3y
pair,TAO/USDT:USDT,24,12,5,6,40.0,50.0,41.66666666666667,58.333333333333336,3.0952916827271957,5.859207161219854,-2.6094510781075786,3y
pair,TAO/USDT:USDT,48,12,5,6,40.0,83.33333333333334,58.333333333333336,41.66666666666667,5.657542578169118,8.905822591435077,-2.5088129771431875,3y
pair,TAO/USDT:USDT,72,12,5,6,40.0,83.33333333333334,50.0,50.0,6.829139753133775,11.038263309786494,-3.5481668310194596,3y
pair,TAO/USDT:USDT,168,12,5,6,60.0,83.33333333333334,41.66666666666667,58.333333333333336,11.042352744955043,15.07000199509095,-2.367936123115035,3y
pair,TAO/USDT:USDT,336,12,5,6,60.0,83.33333333333334,33.33333333333333,66.66666666666666,17.76697645839222,19.14279808000233,-4.324378365123301,3y
pair,XRP/USDT:USDT,6,36,21,9,9.523809523809524,11.11111111111111,58.333333333333336,41.66666666666667,2.6485739512886535,1.6769396575438351,-0.13763411315893556,3y
pair,XRP/USDT:USDT,12,36,21,9,19.047619047619047,11.11111111111111,66.66666666666666,33.33333333333333,3.0501327879072004,1.8653908746422903,0.05629630404188223,3y
