pair,open_date,close_date,profit_ratio_final,max_profit_ratio,bars_in_trade,profitable_bars,same_tag_signal_bars,profitable_same_tag_signal_bars,first_profitable_same_tag_profit,max_profitable_same_tag_profit
BTC/USDT:USDT,2026-02-03 17:00:00+00:00,2026-02-03 20:30:00+00:00,1.0475010531572972e-06,0.04667910047581555,3,3,0,0,,
NEAR/USDT:USDT,2026-02-04 14:00:00+00:00,2026-02-04 16:10:00+00:00,0.0008009293781944364,0.024158757549611755,2,2,0,0,,
BNB/USDT:USDT,2026-02-09 08:00:00+00:00,2026-02-09 13:20:00+00:00,1.3411786212802531e-05,0.025132547281791557,5,5,0,0,,
ADA/USDT:USDT,2026-02-10 07:00:00+00:00,2026-02-11 14:10:00+00:00,-0.0002029498915629388,0.03854961832061068,31,16,0,0,,
DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,2026-02-11 15:10:00+00:00,0.053496943603998995,0.05595455032693753,32,27,1,1,0.015435738021224107,0.015435738021224107
ETH/USDT:USDT,2026-02-17 15:00:00+00:00,2026-02-17 16:35:00+00:00,-0.032092697138305794,0.0038715308977946465,1,0,0,0,,
XRP/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-23 01:20:00+00:00,0.05177373703457082,0.05390242170300395,12,12,0,0,,
BNB/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:05:00+00:00,-0.02724279698377171,0.016325818274127726,35,23,0,0,,
XRP/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:05:00+00:00,-1.1947373248310105e-05,0.0335913642496981,35,28,0,0,,
SUI/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:05:00+00:00,2.8945806538676586e-05,0.04504987664914731,35,28,0,0,,
XRP/USDT:USDT,2026-03-26 06:00:00+00:00,2026-03-29 22:10:00+00:00,0.05002428906026087,0.05439481268011521,88,88,1,1,0.044740634005763565,0.044740634005763565
ETH/USDT:USDT,2026-03-27 11:00:00+00:00,2026-03-29 23:00:00+00:00,-0.00039761299644940323,0.02671270398906367,60,16,1,1,0.0017942493554273097,0.0017942493554273097
BNB/USDT:USDT,2026-04-01 14:00:00+00:00,2026-04-02 11:15:00+00:00,0.052535259151326494,0.05392894530227693,21,13,1,1,0.011188170635959225,0.011188170635959225
NEAR/USDT:USDT,2026-04-02 02:00:00+00:00,2026-04-02 14:35:00+00:00,0.0007652792837183398,0.027350427350427375,12,12,0,0,,
XRP/USDT:USDT,2026-04-02 02:00:00+00:00,2026-04-03 12:25:00+00:00,-0.00035032469034454146,0.036386921802018996,34,34,0,0,,
XRP/USDT:USDT,2026-04-05 06:00:00+00:00,2026-04-05 23:15:00+00:00,-0.019159940941377962,0.017541160178489116,17,10,0,0,,
XRP/USDT:USDT,2026-05-22 07:00:00+00:00,2026-05-23 20:35:00+00:00,-0.00019651127266381196,0.047650562541363475,37,32,1,1,0.006471064048827223,0.006471064048827223
XRP/USDT:USDT,2026-05-25 23:00:00+00:00,2026-05-28 03:55:00+00:00,0.05072038335375298,0.05311178695942445,52,47,0,0,,
DOGE/USDT:USDT,2026-05-31 15:00:00+00:00,2026-06-01 03:30:00+00:00,-0.015855933644841617,0.010203060918275553,12,6,0,0,,
ADA/USDT:USDT,2026-05-31 15:00:00+00:00,2026-06-02 14:10:00+00:00,0.05252789590804952,0.05346449957228405,47,40,0,0,,
SOL/USDT:USDT,2026-05-31 15:00:00+00:00,2026-06-02 14:25:00+00:00,0.05113838793186053,0.05627441406249999,47,40,0,0,,
XRP/USDT:USDT,2026-06-03 20:00:00+00:00,2026-06-04 03:15:00+00:00,3.7299273438168575e-05,0.05202360176182164,7,4,0,0,,
ETH/USDT:USDT,2026-06-05 03:00:00+00:00,2026-06-05 06:25:00+00:00,0.051465325729148866,0.06198829733105141,3,2,0,0,,
LINK/USDT:USDT,2026-06-05 03:00:00+00:00,2026-06-05 06:25:00+00:00,0.05239988550315168,0.05988715055142339,3,2,0,0,,
XRP/USDT:USDT,2026-06-05 03:00:00+00:00,2026-06-05 07:35:00+00:00,5.829269857493754e-05,0.038783605112384344,4,2,0,0,,
BNB/USDT:USDT,2026-06-05 06:25:00+00:00,2026-06-05 20:05:00+00:00,5.435567237371163e-05,0.027962995287135594,14,2,0,0,,
BTC/USDT:USDT,2026-06-07 20:00:00+00:00,2026-06-07 22:10:00+00:00,-0.02940237925800008,0.0018595941191151596,2,0,0,0,,
LINK/USDT:USDT,2026-06-07 20:00:00+00:00,2026-06-07 22:10:00+00:00,-0.03700012303609321,0.0032933737320511598,2,0,0,0,,
BTC/USDT:USDT,2026-06-09 14:00:00+00:00,2026-06-09 20:10:00+00:00,7.3474439475454134e-06,0.02392825699982651,6,6,0,0,,
ETH/USDT:USDT,2026-06-09 15:00:00+00:00,2026-06-10 12:30:00+00:00,-0.0001343730654764697,0.02426272562024675,21,17,0,0,,
DOGE/USDT:USDT,2026-06-09 16:00:00+00:00,2026-06-11 01:15:00+00:00,0.0001528499987522001,0.02735815391935304,33,18,0,0,,
