variant,label,window,family,key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,DOT/USDT:USDT,2,-0.000856722059467109,-0.09,-0.52100499,-0.00052100499,-0.05,21:45:00,1,0,1,0.5,-0.00017354002914193867,-0.260502495,-0.26334020427341565,-100.0,-0.01246281285548921,-0.918085317230386,-0.3575,0.4733195914531688,0.000989224169999943,0.98922417
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,LTC/USDT:USDT,3,-0.0073067347250004,-0.73,-7.259399,-0.007259399000000001,-0.73,18:33:00,0,0,3,0.0,-0.0024234683003243607,-2.4197996666666666,-1.0,-0.03814026893051442,-0.03814026893051442,-1.7431544867283504,-1.0314,0.0,0.00725939900000003,7.259399
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,LDO/USDT:USDT,2,-0.0107319200156214,-1.07,-7.3532759500000004,-0.007353275950000001,-0.74,3:42:00,0,0,2,0.0,-0.0024548853513532976,-3.6766379750000002,-1.0,-0.03561176487401791,-0.03561176487401791,-1.7431544867283548,-1.0215,0.0,0.007353275950000011,7.3532759500000004
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,APE/USDT:USDT,1,-0.021182368507598973,-2.12,-7.6258203,-0.0076258203,-0.76,0:35:00,0,0,1,0.0,-0.0025461068274509335,-7.6258203,-1.0,-100.0,-100.0,-1.7431544867283608,-100.0,0.0,0.007625820299999987,7.6258203
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,FIL/USDT:USDT,1,-0.021039391108905323,-2.1,-8.42038532,-0.00842038532,-0.84,0:35:00,0,0,1,0.0,-0.002812145715404557,-8.42038532,-1.0,-100.0,-100.0,-1.74315448672835,-100.0,0.0,0.008420385320000036,8.42038532
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,SUI/USDT:USDT,25,-0.001553100371013135,-0.16,-17.786088149999998,-0.017786088149999997,-1.78,8:52:00,13,0,12,0.52,-0.005958771436741173,-0.711443526,-0.09379141644073574,-0.07128499463537617,-0.03259350455443148,-0.5348011482475262,-0.3664,0.8046012157484673,0.057972761392929534,59.30110278000001
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,LINK/USDT:USDT,32,-0.0044273764701182215,-0.44,-32.969036419999995,-0.03296903641999999,-3.3,19:39:00,14,0,18,0.4375,-0.011102630927563695,-1.0302823881250003,-0.15188200795313433,-0.12902932661587763,-0.05851576152078005,-1.0612259067854861,-0.5841,0.72998754141665,0.05415446738641531,55.367441060000004
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,NEAR/USDT:USDT,36,-0.004936169283414899,-0.49,-43.28710499,-0.043287104990000005,-4.33,10:31:00,21,0,15,0.5833333333333334,-0.014629126443669427,-1.202419583055556,-0.16130896323485988,-0.20919410467010427,-0.10327227565069472,-1.5473389426316122,-0.9736,0.6128584882363365,0.0487650825568115,49.01057821999999
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,TOTAL,415,0.004489817760011133,0.45,710.58193739,0.71058193739,71.06,23:49:00,236,0,179,0.5686746987951807,0.19575916922384096,1.71224563226506,0.2752723672333839,3.040088566043554,1.1064061075314975,15.539883190502033,3.1119,1.6382012983343814,0.07970806969170605,83.80658766000002
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,ADA/USDT:USDT,14,0.017497550597172878,1.75,67.65328307999998,0.06765328307999997,6.77,20:21:00,11,0,3,0.7857142857142857,0.06765328307999985,4.832377362857144,0.7903206577473574,0.9602187830807174,0.3039089982465958,38.6007686287366,1.4953,4.688163069487668,0.009173741369356439,9.564789730000001
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,BNB/USDT:USDT,13,0.016562111442108306,1.66,66.54211946,0.06654211946,6.65,"1 day, 4:37:00",9,0,4,0.6923076923076923,0.06654211946,5.118624573846153,1.1261817481933307,0.789787219153623,0.27707288699090726,40.00323325845897,1.4105,4.660090681628324,0.00870673051855247,9.267629620000001
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,ETH/USDT:USDT,15,0.011334041438140607,1.13,60.17668121,0.06017668121,6.02,22:40:00,7,0,8,0.4666666666666667,0.06017668120999997,4.0117787473333335,0.999064121037776,0.862626531947922,0.2460196833022402,25.36583245868451,1.1724,2.87324522694583,0.012417457451357979,13.260179659999999
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,TRX/USDT:USDT,13,0.010919930150073245,1.09,53.16054302999999,0.05316054302999999,5.32,"4 days, 18:08:00",6,0,7,0.46153846153846156,0.053160543030000174,4.089272540769231,1.9259741290873107,1.1157588338859032,0.2673955576730202,20.76280798741582,1.3613,4.576809096876434,0.013401607324333618,13.86423885
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,TAO/USDT:USDT,11,0.008363731492621972,0.84,19.02882735,0.01902882735,1.9,17:36:00,9,0,2,0.8181818181818182,0.01902882735000011,1.729893395454546,0.24164350931920042,1.8863992551460835,0.19044116398971722,12.958154219329467,1.046,2.3290393012556025,0.007686390580976075,7.68686319
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,SOL/USDT:USDT,15,0.0011716906386972934,0.12,16.141022140000004,0.016141022140000003,1.61,13:12:00,7,0,8,0.4666666666666667,0.016141022140000016,1.0760681426666663,0.22279884708694375,0.23590754337014802,0.07238327705514253,3.392219417193459,0.345,1.4177478382880195,0.024905809689999954,24.905809689999998
