enter_tag,rule,terms,blocked_share,bad_capture,loser_capture,winner_kill,quality_score,sample_size
short_pullback_restart,breakdown_depth <= 0.006 AND distance_to_ema50_4h >= -0.05,2,0.41317365269461076,0.42857142857142855,0.47706422018348627,0.29310344827586204,0.1940886699507389,167
short_pullback_restart,breakdown_depth <= 0.005 AND distance_to_ema50_4h >= -0.04,2,0.30538922155688625,0.3383458646616541,0.3669724770642202,0.1896551724137931,0.18662172673061964,167
short_pullback_restart,breakdown_depth <= 0.004 AND distance_to_ema50_4h >= -0.05,2,0.31736526946107785,0.3458646616541353,0.3761467889908257,0.20689655172413793,0.18034742027482498,167
short_pullback_restart,distance_to_ema50_4h >= -0.04,1,0.4491017964071856,0.45112781954887216,0.5045871559633027,0.3448275862068966,0.17526575058335486,167
short_pullback_restart,breakdown_depth <= 0.007 AND distance_to_ema50_4h >= -0.05,2,0.437125748502994,0.45112781954887216,0.48623853211009177,0.3448275862068966,0.17526575058335486,167
short_pullback_restart,distance_to_ema50_4h >= -0.03,1,0.31137724550898205,0.3458646616541353,0.3577981651376147,0.22413793103448276,0.1665543168265491,167
short_pullback_restart,breakdown_depth <= 0.005 AND distance_to_ema50_4h >= -0.03,2,0.25149700598802394,0.2857142857142857,0.30275229357798167,0.15517241379310345,0.1615763546798029,167
short_pullback_restart,breakdown_depth <= 0.006 AND distance_to_ema50_4h >= -0.04,2,0.32934131736526945,0.3458646616541353,0.3761467889908257,0.2413793103448276,0.15276121337827323,167
short_pullback_restart,breakdown_depth <= 0.006 AND distance_to_ema50_4h >= -0.03,2,0.2694610778443114,0.2932330827067669,0.3119266055045872,0.1896551724137931,0.14150894477573242,167
short_pullback_restart,breakdown_depth <= 0.004 AND distance_to_ema50_4h >= -0.04,2,0.25149700598802394,0.2781954887218045,0.29357798165137616,0.1724137931034483,0.14026445423904585,167
